"phecode","description","groupnum","group","color"
"639","Complications following abortion or ectopic and molar pregnancies","12","pregnancy complications","royalblue4"
"642","Hypertension complicating pregnancy, childbirth, and the puerperium","12","pregnancy complications","royalblue4"
"642.1","Preeclampsia and eclampsia","12","pregnancy complications","royalblue4"
"643","Excessive vomiting in pregnancy","12","pregnancy complications","royalblue4"
"643.1","Hyperemesis gravidarum","12","pregnancy complications","royalblue4"
"644","Anemia during pregnancy","12","pregnancy complications","royalblue4"
"645","Late pregnancy and failed induction","12","pregnancy complications","royalblue4"
"646","Other complications of pregnancy NEC","12","pregnancy complications","royalblue4"
"647","Infectious and parasitic complications affecting pregnancy","12","pregnancy complications","royalblue4"
"647.1","Infections of genitourinary tract during pregnancy","12","pregnancy complications","royalblue4"
"647.3","Major puerperal infection","12","pregnancy complications","royalblue4"
"649","Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium","12","pregnancy complications","royalblue4"
"649.1","Diabetes or abnormal glucose tolerance complicating pregnancy","12","pregnancy complications","royalblue4"
"650","Normal delivery","12","pregnancy complications","royalblue4"
"651","Multiple gestation","12","pregnancy complications","royalblue4"
"652","Malposition and malpresentation of fetus or obstruction","12","pregnancy complications","royalblue4"
"653","Problems associated with amniotic cavity and membranes","12","pregnancy complications","royalblue4"
"654","Other and unspecified complications of birth; puerperium affecting management of mother","12","pregnancy complications","royalblue4"
"654.1","Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium","12","pregnancy complications","royalblue4"
"654.2","Rhesus isoimmunization in pregnancy","12","pregnancy complications","royalblue4"
"655","Known or suspected fetal abnormality affecting management of mother","12","pregnancy complications","royalblue4"
"655.1","Abnormality in fetal heart rate or rhythm","12","pregnancy complications","royalblue4"
"656","Other perinatal conditions of fetus or newborn","12","pregnancy complications","royalblue4"
"656.1","Isoimmunization of fetus or newborn","12","pregnancy complications","royalblue4"
"656.2","Respiratory conditions of fetus and newborn","9","respiratory","coral4"
"656.21","Chronic respiratory disease arising in perinatal period","9","respiratory","coral4"
"656.22","Interstitial emphysema and related conditions of newborn","9","respiratory","coral4"
"656.23","Respiratory failure of newborn","9","respiratory","coral4"
"656.26","Transitory tachypnea or apnea of newborn","9","respiratory","coral4"
"656.261","Transitory tachypnea of newborn","9","respiratory","coral4"
"656.262","Primary apnea of newborn","9","respiratory","coral4"
"656.263","Other apnea of newborn","9","respiratory","coral4"
"656.3","Endocrine and metabolic disturbances of fetus and newborn","3","endocrine/metabolic","brown"
"656.31","Syndrome of ""infant of a diabetic mother""","3","endocrine/metabolic","brown"
"656.32","Neonatal diabetes mellitus","3","endocrine/metabolic","brown"
"656.33","Neonatal myasthenia gravis","3","endocrine/metabolic","brown"
"656.34","Neonatal thyrotoxicosis","3","endocrine/metabolic","brown"
"656.35","Hypocalcemia and hypomagnesemia of newborn","3","endocrine/metabolic","brown"
"656.36","Other transitory neonatal electrolyte disturbances","3","endocrine/metabolic","brown"
"656.37","Neonatal hypoglycemia","3","endocrine/metabolic","brown"
"656.38","Late metabolic acidosis of newborn","3","endocrine/metabolic","brown"
"656.39","Other acidosis of newborn","3","endocrine/metabolic","brown"
"656.3A","Other neonatal endocrine and metabolic disturbances","3","endocrine/metabolic","brown"
"656.4","Hemorrhage of fetus or newborn","4","hematologic","darkorange1"
"656.41","Intraventricular hemorrhage of fetus or newborn","6","neurological","darkblue"
"656.42","Subarachnoid hemorrhage of fetus or newborn","6","neurological","darkblue"
"656.43","Gastrointestinal hemorrhage of fetus or newborn","10","digestive","chartreuse4"
"656.44","Cutaneous hemorrhage of fetus or newborn","13","dermatologic","firebrick"
"656.45","Other hemorrhage of fetus or newborn","4","hematologic","darkorange1"
"656.5","Hematological disorders of newborn","4","hematologic","darkorange1"
"656.51","Transient neonatal thrombocytopenia","4","hematologic","darkorange1"
"656.52","Neonatal coagulopathy","4","hematologic","darkorange1"
"656.53","Polycythemia of newborn","4","hematologic","darkorange1"
"656.54","Anemia of newborn","4","hematologic","darkorange1"
"656.55","Neutropenia of newborn","4","hematologic","darkorange1"
"656.56","Other hematologic disorder of newborn","4","hematologic","darkorange1"
"656.6","Perinatal disorders of digestive system","10","digestive","chartreuse4"
"656.61","Meconium obstruction","10","digestive","chartreuse4"
"656.62","Ileus","10","digestive","chartreuse4"
"656.63","Necrotizing enterocolitis","10","digestive","chartreuse4"
"656.64","Intestinal perforation","10","digestive","chartreuse4"
"656.65","Other digestive system disorders","10","digestive","chartreuse4"
"656.7","Conditions involving the integument and temperature regulation of fetus and newborn","18","symptoms","purple"
"656.71","Conditions involving the integument of fetus and newborn","18","symptoms","purple"
"656.72","Conditions involving temperature regulation of fetus and newborn","18","symptoms","purple"
"656.721","Cold injury syndrome of newborn","18","symptoms","purple"
"656.722","Other hypothermia of newborn","18","symptoms","purple"
"656.723","Other disturbances of temperature regulation of newborn","18","symptoms","purple"
"656.8","Perinatal jaundice","10","digestive","chartreuse4"
"656.81","Preterm neonatal jaundice","10","digestive","chartreuse4"
"656.82","Other perinatal jaundice","10","digestive","chartreuse4"
"656.9","Neonatal bradycardia or tachycardia","8","circulatory system","red"
"656.91","Neonatal bradycardia","8","circulatory system","red"
"656.92","Neonatal tachycardia","8","circulatory system","red"
"656.A","Meconium aspiration","9","respiratory","coral4"
"656.B","Convulsions in newborn","6","neurological","darkblue"
"656.C","Drug withdrawal","6","neurological","darkblue"
"656.D","Abnormal newborn screen","3","endocrine/metabolic","brown"
"656.E","Failure to thrive and feeding problems in newborn","10","digestive","chartreuse4"
"656.F","Vomiting in newborn","10","digestive","chartreuse4"
"657","Infections specific to the perinatal period","1","infections","blue"
"657.1","Cytomegalovirus","1","infections","blue"
"657.2","Candida","1","infections","blue"
"657.3","Sepsis","1","infections","blue"
"657.4","Urinary tract infection","1","infections","blue"
"657.5","Bacteremia","1","infections","blue"
"657.6","Other perinatal infection","1","infections","blue"
"658","Maternal complication of pregnancy affecting fetus or newborn","12","pregnancy complications","royalblue4"
"658.1","Abnormality in fetal heart rate or rhythm","8","circulatory system","red"
"658.2","Breech delivery","12","pregnancy complications","royalblue4"
"658.3","Delivery assisted by forceps, vaccuum, or other means","12","pregnancy complications","royalblue4"
"658.4","Heavy for dates infant","12","pregnancy complications","royalblue4"
"658.5","Late delivery","12","pregnancy complications","royalblue4"
"658.6","Malpresentation","12","pregnancy complications","royalblue4"
"658.7","Maternal hypertension","12","pregnancy complications","royalblue4"
"658.8","Maternal infection","12","pregnancy complications","royalblue4"
"658.9","Meconium passage during delivery","12","pregnancy complications","royalblue4"
"658.A","Multiple pregnancy","12","pregnancy complications","royalblue4"
"658.B","Narcotics affecting fetus or newborn","12","pregnancy complications","royalblue4"
"658.C","Non-narcotic drugs or toxins affecting fetus or newborn","12","pregnancy complications","royalblue4"
"658.D","Oligohydramnios","12","pregnancy complications","royalblue4"
"658.E","Other maternal conditions affecting fetus or newborn","12","pregnancy complications","royalblue4"
"658.F","Placental conditions affecting the fetus or newborn","12","pregnancy complications","royalblue4"
"658.G","Polyhydramnios","12","pregnancy complications","royalblue4"
"658.H","Post-term","12","pregnancy complications","royalblue4"
"658.I","Premature rupture of membranes","12","pregnancy complications","royalblue4"
"658.J","Umbilical cord compression or condition","12","pregnancy complications","royalblue4"
"661","Fetal distress and abnormal forces of labor","12","pregnancy complications","royalblue4"
"661.1","Acidosis","12","pregnancy complications","royalblue4"
"661.2","Birth asphyxia","12","pregnancy complications","royalblue4"
"661.3","Fetal distress","12","pregnancy complications","royalblue4"
"661.4","Hypoxemia of newborn","9","respiratory","coral4"
"661.5","Hypoxic-ischemic encephalopathy","6","neurological","darkblue"
"661.6","Respiratory distress in a newborn","9","respiratory","coral4"
"663","Umbilical cord complications during labor and delivery","12","pregnancy complications","royalblue4"
"665","Obstetrical/birth trauma","12","pregnancy complications","royalblue4"
"668","Complications of the administration of anesthetic or other sedation in labor and delivery","12","pregnancy complications","royalblue4"
"669","Complications of labor and delivery NEC","12","pregnancy complications","royalblue4"
"671","Venous/cerebrovascular complications embolism in pregnancy and the puerperium","12","pregnancy complications","royalblue4"
"674","Other complications of the puerperium NEC","12","pregnancy complications","royalblue4"
"676","Other disorders of the breast associated with childbirth and disorders of lactation","12","pregnancy complications","royalblue4"
"679","Complications of in utero procedures","12","pregnancy complications","royalblue4"
"681","Superficial cellulitis and abscess","1","infections","blue"
"681.1","Cellulitis and abscess of fingers/toes","1","infections","blue"
"681.2","Cellulitis and abscess of face/neck","1","infections","blue"
"681.3","Cellulitis and abscess of arm/hand","1","infections","blue"
"681.5","Cellulitis and abscess of leg, except foot","1","infections","blue"
"681.6","Cellulitis and abscess of foot, toe","1","infections","blue"
"681.7","Cellulitis and abscess of trunk","1","infections","blue"
"686","Other local infections of skin and subcutaneous tissue","1","infections","blue"
"686.1","Carbuncle and furuncle","1","infections","blue"
"686.2","Impetigo","1","infections","blue"
"686.3","Pilonidal cyst","13","dermatologic","firebrick"
"686.4","Pyogenic granuloma","13","dermatologic","firebrick"
"686.5","Pyoderma","13","dermatologic","firebrick"
"687","Symptoms affecting skin","13","dermatologic","firebrick"
"687.1","Rash and other nonspecific skin eruption","13","dermatologic","firebrick"
"687.2","Localized superficial swelling, mass, or lump","13","dermatologic","firebrick"
"687.3","Changes in skin texture","13","dermatologic","firebrick"
"687.4","Disturbance of skin sensation","13","dermatologic","firebrick"
"689","Disorder of skin and subcutaneous tissue NOS","13","dermatologic","firebrick"
"690","Erythematosquamous dermatosis","13","dermatologic","firebrick"
"690.1","Seborrheic dermatitis","13","dermatologic","firebrick"
"691","Congenital anomalies of skin","13","dermatologic","firebrick"
"691.1","Ichthyosis congenita","13","dermatologic","firebrick"
"691.3","Congenital pigmentary anomalies of skin","13","dermatologic","firebrick"
"694","Dyschromia and Vitiligo","13","dermatologic","firebrick"
"694.1","Vitiligo","13","dermatologic","firebrick"
"694.2","Other dyschromia","13","dermatologic","firebrick"
"695","Erythematous conditions","13","dermatologic","firebrick"
"695.1","Toxic erythema","13","dermatologic","firebrick"
"695.2","Bullous dermatoses","13","dermatologic","firebrick"
"695.3","Rosacea","13","dermatologic","firebrick"
"695.4","Lupus (localized and systemic)","13","dermatologic","firebrick"
"695.41","Cutaneous lupus erythematosus","13","dermatologic","firebrick"
"695.42","Systemic lupus erythematosus","13","dermatologic","firebrick"
"695.7","Prurigo and Lichen","13","dermatologic","firebrick"
"695.8","Other specified erythematous conditions","13","dermatologic","firebrick"
"695.81","Erythema nodosum","13","dermatologic","firebrick"
"695.9","Unspecified erythematous condition","13","dermatologic","firebrick"
"696","Psoriasis and related disorders","13","dermatologic","firebrick"
"696.2","Parapsoriasis","13","dermatologic","firebrick"
"696.3","Pityriasis","13","dermatologic","firebrick"
"696.4","Psoriasis","13","dermatologic","firebrick"
"696.41","Psoriasis vulgaris","13","dermatologic","firebrick"
"696.42","Psoriatic arthropathy","13","dermatologic","firebrick"
"697","Sarcoidosis","13","dermatologic","firebrick"
"698","Pruritus and related conditions","13","dermatologic","firebrick"
"700","Corns and callosities","13","dermatologic","firebrick"
"701","Other hypertrophic and atrophic conditions of skin","13","dermatologic","firebrick"
"701.1","Keratoderma, acquired","13","dermatologic","firebrick"
"701.2","Scar conditions and fibrosis of skin","13","dermatologic","firebrick"
"701.3","Circumscribed scleroderma","13","dermatologic","firebrick"
"701.4","Keloid scar","13","dermatologic","firebrick"
"701.5","Abnormal granulation tissue","13","dermatologic","firebrick"
"701.6","Acquired acanthosis nigricans","13","dermatologic","firebrick"
"702","Degenerative skin conditions and other dermatoses","13","dermatologic","firebrick"
"702.1","Actinic keratosis","13","dermatologic","firebrick"
"702.2","Seborrheic keratosis","13","dermatologic","firebrick"
"702.4","Degenerative skin disorders","13","dermatologic","firebrick"
"703","Diseases of nail, NOS","13","dermatologic","firebrick"
"703.1","Ingrowing nail","13","dermatologic","firebrick"
"704","Diseases of hair and hair follicles","13","dermatologic","firebrick"
"704.1","Alopecia","13","dermatologic","firebrick"
"704.11","Alopecia Areata","13","dermatologic","firebrick"
"704.12","Telogen effluvium","13","dermatologic","firebrick"
"704.2","Hirsutism","13","dermatologic","firebrick"
"704.8","Other specified diseases of hair and hair follicles","13","dermatologic","firebrick"
"705","Disorders of sweat glands","13","dermatologic","firebrick"
"705.1","Dyshidrosis","13","dermatologic","firebrick"
"705.3","Hidradenitis","13","dermatologic","firebrick"
"705.8","Hyperhidrosis","13","dermatologic","firebrick"
"706","Diseases of sebaceous glands","13","dermatologic","firebrick"
"706.1","Acne","13","dermatologic","firebrick"
"706.2","Sebaceous cyst","13","dermatologic","firebrick"
"706.3","Seborrhea","13","dermatologic","firebrick"
"706.8","Other specified diseases of sebaceous glands","13","dermatologic","firebrick"
"707","Chronic and decubitus ulcers","13","dermatologic","firebrick"
"709","Diffuse diseases of connective tissue","13","dermatologic","firebrick"
"709.2","Sicca syndrome","13","dermatologic","firebrick"
"709.3","Systemic sclerosis","13","dermatologic","firebrick"
"709.5","Dermatomyositis","13","dermatologic","firebrick"
"709.6","Other specified diffuse diseases of connective tissue","13","dermatologic","firebrick"
"709.7","Unspecified diffuse connective tissue disease","13","dermatologic","firebrick"
"710","Osteomyelitis, periostitis, and other infections involving bone","1","infections","blue"
"710.1","Osteomyelitis","1","infections","blue"
"710.11","Acute osteomyelitis","1","infections","blue"
"710.12","Chronic osteomyelitis","1","infections","blue"
"710.19","Unspecified osteomyelitis","1","infections","blue"
"710.2","Periostitis","14","musculoskeletal","darkolivegreen"
"711","Arthropathy associated with infections","1","infections","blue"
"711.1","Pyogenic arthritis","14","musculoskeletal","darkolivegreen"
"711.2","Reiter's disease","17","immunologic & inflammatory disorders","deepskyblue"
"711.3","Behcet's syndrome","17","immunologic & inflammatory disorders","deepskyblue"
"712","Infective connective tissue disorders","1","infections","blue"
"713","Arthropathy associated with other disorders classified elsewhere","14","musculoskeletal","darkolivegreen"
"714","Rheumatoid arthritis and other inflammatory polyarthropathies","17","immunologic & inflammatory disorders","deepskyblue"
"714.1","Rheumatoid arthritis","17","immunologic & inflammatory disorders","deepskyblue"
"714.2","Juvenile rheumatoid arthritis","17","immunologic & inflammatory disorders","deepskyblue"
"714.21","Polyarticular juvenile rheumatoid arthritis","17","immunologic & inflammatory disorders","deepskyblue"
"714.22","Pauciarticular and monoarticular juvenile rheumatoid arthritis","17","immunologic & inflammatory disorders","deepskyblue"
"714.23","Systemic juvenile arthritis","17","immunologic & inflammatory disorders","deepskyblue"
"715","Other inflammatory spondylopathies","17","immunologic & inflammatory disorders","deepskyblue"
"715.1","Sacroiliitis NEC","14","musculoskeletal","darkolivegreen"
"715.2","Ankylosing spondylitis","17","immunologic & inflammatory disorders","deepskyblue"
"716","Other arthropathies","14","musculoskeletal","darkolivegreen"
"716.1","Unspecified polyarthropathy or polyarthritis","17","immunologic & inflammatory disorders","deepskyblue"
"716.2","Unspecified monoarthritis","14","musculoskeletal","darkolivegreen"
"716.9","Arthropathy NOS","14","musculoskeletal","darkolivegreen"
"717","Polymyalgia Rheumatica","14","musculoskeletal","darkolivegreen"
"720","Spinal stenosis","14","musculoskeletal","darkolivegreen"
"720.1","Spinal stenosis of lumbar region","14","musculoskeletal","darkolivegreen"
"721","Spondylosis and allied disorders","14","musculoskeletal","darkolivegreen"
"721.1","Spondylosis without myelopathy","14","musculoskeletal","darkolivegreen"
"721.2","Spondylosis with myelopathy","14","musculoskeletal","darkolivegreen"
"722","Intervertebral disc disorders","14","musculoskeletal","darkolivegreen"
"723","Other disorders of cervical region","14","musculoskeletal","darkolivegreen"
"723.1","Torticollis","14","musculoskeletal","darkolivegreen"
"724","Other and unspecified disorders of back","14","musculoskeletal","darkolivegreen"
"724.1","Disorders of sacrum","14","musculoskeletal","darkolivegreen"
"724.2","Disorders of coccyx","14","musculoskeletal","darkolivegreen"
"724.8","Other symptoms referable to back","14","musculoskeletal","darkolivegreen"
"724.9","Other unspecified back disorders","14","musculoskeletal","darkolivegreen"
"726","Peripheral enthesopathies and allied syndromes","14","musculoskeletal","darkolivegreen"
"726.1","Enthesopathy","14","musculoskeletal","darkolivegreen"
"726.2","Synoviopathy","14","musculoskeletal","darkolivegreen"
"726.3","Bursitis","14","musculoskeletal","darkolivegreen"
"726.4","Calcaneal spur; Exostosis NOS","14","musculoskeletal","darkolivegreen"
"727","Other disorders of synovium, tendon, and bursa","14","musculoskeletal","darkolivegreen"
"727.1","Synovitis and tenosynovitis","14","musculoskeletal","darkolivegreen"
"727.2","Bursitis disorders","14","musculoskeletal","darkolivegreen"
"727.4","Ganglion and cyst of synovium, tendon, and bursa","14","musculoskeletal","darkolivegreen"
"727.5","Rupture of synovium","14","musculoskeletal","darkolivegreen"
"727.6","Rupture of tendon, nontraumatic","14","musculoskeletal","darkolivegreen"
"727.7","Contracture of tendon (sheath)","14","musculoskeletal","darkolivegreen"
"727.8","Plica syndrome","14","musculoskeletal","darkolivegreen"
"728","Disorders of muscle, ligament, and fascia","14","musculoskeletal","darkolivegreen"
"728.1","Muscular calcification and ossification","14","musculoskeletal","darkolivegreen"
"728.2","Laxity of ligament or hypermobility syndrome","14","musculoskeletal","darkolivegreen"
"728.7","Fasciitis","14","musculoskeletal","darkolivegreen"
"729","Other disorders of soft tissues","14","musculoskeletal","darkolivegreen"
"729.1","Rheumatism, unspecified and fibrositis","14","musculoskeletal","darkolivegreen"
"729.3","Panniculitis","14","musculoskeletal","darkolivegreen"
"729.7","Nontraumatic compartment syndrome","14","musculoskeletal","darkolivegreen"
"731","Osteitis deformans and osteopathies associated with other disorders classified elsewhere","14","musculoskeletal","darkolivegreen"
"732","Osteochondropathies","14","musculoskeletal","darkolivegreen"
"732.1","Juvenile osteochondrosis","14","musculoskeletal","darkolivegreen"
"732.2","Slipped upper femoral epiphysis","14","musculoskeletal","darkolivegreen"
"732.7","Osteochondritis dissecans","14","musculoskeletal","darkolivegreen"
"733","Other disorders of bone and cartilage","14","musculoskeletal","darkolivegreen"
"733.2","Cyst of bone","14","musculoskeletal","darkolivegreen"
"733.4","Aseptic necrosis of bone","14","musculoskeletal","darkolivegreen"
"733.6","Costochondritis","14","musculoskeletal","darkolivegreen"
"733.8","Malunion and nonunion of fracture","14","musculoskeletal","darkolivegreen"
"733.9","Chondromalacia","14","musculoskeletal","darkolivegreen"
"735","Acquired foot deformities","14","musculoskeletal","darkolivegreen"
"735.1","Flat foot","14","musculoskeletal","darkolivegreen"
"735.2","Acquired toe deformities","14","musculoskeletal","darkolivegreen"
"735.21","Hammer toe (acquired)","14","musculoskeletal","darkolivegreen"
"735.22","Claw toe (acquired)","14","musculoskeletal","darkolivegreen"
"735.3","Hallux valgus (Bunion)","14","musculoskeletal","darkolivegreen"
"736","Other acquired deformities of limbs","14","musculoskeletal","darkolivegreen"
"736.1","Acquired deformities of forearm","14","musculoskeletal","darkolivegreen"
"736.2","Acquired deformities of finger","14","musculoskeletal","darkolivegreen"
"736.3","Acquired deformities of hip","14","musculoskeletal","darkolivegreen"
"736.4","Genu valgum or varum (acquired)","14","musculoskeletal","darkolivegreen"
"736.41","Genu valgum","14","musculoskeletal","darkolivegreen"
"736.42","Genu varum","14","musculoskeletal","darkolivegreen"
"736.5","Acquired deformities of knee","14","musculoskeletal","darkolivegreen"
"736.6","Unequal leg length (acquired)","14","musculoskeletal","darkolivegreen"
"737","Curvature of spine","14","musculoskeletal","darkolivegreen"
"737.1","Kyphosis (acquired)","14","musculoskeletal","darkolivegreen"
"737.2","Lordosis (acquired)","14","musculoskeletal","darkolivegreen"
"737.3","Kyphoscoliosis and scoliosis","14","musculoskeletal","darkolivegreen"
"737.4","Congenital spinal deformation","14","musculoskeletal","darkolivegreen"
"738","Other acquired musculoskeletal deformity","14","musculoskeletal","darkolivegreen"
"738.4","Acquired spondylolisthesis","14","musculoskeletal","darkolivegreen"
"739","Contracture of joint","14","musculoskeletal","darkolivegreen"
"740","Osteoarthrosis","14","musculoskeletal","darkolivegreen"
"740.1","Osteoarthritis; localized","14","musculoskeletal","darkolivegreen"
"740.11","Osteoarthrosis, localized, primary","14","musculoskeletal","darkolivegreen"
"740.12","Osteoarthrosis, localized, secondary","14","musculoskeletal","darkolivegreen"
"740.9","Osteoarthrosis NOS","14","musculoskeletal","darkolivegreen"
"741","Symptoms and disorders of the joints","14","musculoskeletal","darkolivegreen"
"741.1","Ankylosis of joint","14","musculoskeletal","darkolivegreen"
"741.2","Stiffness of joint","14","musculoskeletal","darkolivegreen"
"741.3","Difficulty in walking","14","musculoskeletal","darkolivegreen"
"741.4","Joint effusions","14","musculoskeletal","darkolivegreen"
"741.5","Hemarthrosis","14","musculoskeletal","darkolivegreen"
"741.6","Villonodular synovitis","14","musculoskeletal","darkolivegreen"
"742","Derangement of joint, non-traumatic","14","musculoskeletal","darkolivegreen"
"742.1","Loose body in joint","14","musculoskeletal","darkolivegreen"
"742.2","Pathological, developmental or recurrent dislocation","14","musculoskeletal","darkolivegreen"
"742.8","Articular cartilage disorder","14","musculoskeletal","darkolivegreen"
"742.9","Other derangement of joint","14","musculoskeletal","darkolivegreen"
"743","Osteoporosis, osteopenia and pathological fracture","14","musculoskeletal","darkolivegreen"
"743.1","Osteoporosis","14","musculoskeletal","darkolivegreen"
"743.11","Osteoporosis NOS","14","musculoskeletal","darkolivegreen"
"743.13","Other specified osteoporosis","14","musculoskeletal","darkolivegreen"
"743.2","Pathologic fracture","14","musculoskeletal","darkolivegreen"
"743.21","Pathologic fracture of vertebrae","14","musculoskeletal","darkolivegreen"
"743.22","Pathologic fracture of femur","14","musculoskeletal","darkolivegreen"
"743.4","Stress fracture","14","musculoskeletal","darkolivegreen"
"743.9","Osteopenia or other disorder of bone and cartilage","14","musculoskeletal","darkolivegreen"
"745","Pain in joint","14","musculoskeletal","darkolivegreen"
"747","Cardiac and circulatory congenital anomalies","8","circulatory system","red"
"747.1","Cardiac congenital anomalies","8","circulatory system","red"
"747.11","Cardiac shunt/ heart septal defect","8","circulatory system","red"
"747.111","Anomalies of great vessels","8","circulatory system","red"
"747.1111","Common truncus","8","circulatory system","red"
"747.1112","Double outlet right ventricle","8","circulatory system","red"
"747.1113","Transposition of great vessels","8","circulatory system","red"
"747.11131","Complete transposition of great vessels","8","circulatory system","red"
"747.11132","Corrected transposition of great vessels","8","circulatory system","red"
"747.11133","Other transposition of great vessels","8","circulatory system","red"
"747.112","Tetralogy of Fallot","8","circulatory system","red"
"747.113","Common ventricle","8","circulatory system","red"
"747.114","Ventricular septal defect","8","circulatory system","red"
"747.115","Atrial septal defect","8","circulatory system","red"
"747.1151","Ostium secundum type atrial septal defect","8","circulatory system","red"
"747.1152","Ostium primum defect","8","circulatory system","red"
"747.116","Endocardial cushion defect","8","circulatory system","red"
"747.117","Cor biloculare","8","circulatory system","red"
"747.118","Subaortic stenosis","8","circulatory system","red"
"747.119","Other bulbus cordis anomalies and defects of septal closure","8","circulatory system","red"
"747.1191","Other bulbus cordis anomalies and anomalies of cardiac septal closure","8","circulatory system","red"
"747.1192","Unspecified defect of septal closure","8","circulatory system","red"
"747.12","Valvular heart disease/ heart chambers","8","circulatory system","red"
"747.121","Pulmonary valve anomalies","8","circulatory system","red"
"747.1211","Congenital pulmonary valve anomaly","8","circulatory system","red"
"747.1212","Atresia of pulmonary valve, congenital","8","circulatory system","red"
"747.1213","Stenosis of pulmonary valve, congenital","8","circulatory system","red"
"747.122","Aortic valve anomalies","8","circulatory system","red"
"747.1221","Congenital stenosis of aortic valve","8","circulatory system","red"
"747.1222","Congenital insufficiency of aortic valve","8","circulatory system","red"
"747.123","Mitral valve anomalies","8","circulatory system","red"
"747.1231","Congenital mitral stenosis","8","circulatory system","red"
"747.1232","Congenital mitral insufficiency","8","circulatory system","red"
"747.124","Tricuspid atresia and stenosis, congenital","8","circulatory system","red"
"747.125","Ebstein anomaly","8","circulatory system","red"
"747.126","Hypoplastic left heart syndrome","8","circulatory system","red"
"747.127","Infundibular pulmonic stenosis","8","circulatory system","red"
"747.128","Atresia and stenosis of aorta","8","circulatory system","red"
"747.13","Congenital anomalies of great vessels","8","circulatory system","red"
"747.131","Anomaly of aorta","8","circulatory system","red"
"747.132","Anomaly of great veins","8","circulatory system","red"
"747.133","Patent ductus arteriosus","8","circulatory system","red"
"747.134","Coarctation of aorta (preductal) (postductal)","8","circulatory system","red"
"747.135","Atresia and stenosis of aorta","8","circulatory system","red"
"747.136","Partial and total anomalous pulmonary venous connection","8","circulatory system","red"
"747.1361","Partial anomalous pulmonary venous connection","8","circulatory system","red"
"747.1362","Total anomalous pulmonary venous connection","8","circulatory system","red"
"747.137","Pulmonary artery coarctation and atresia","8","circulatory system","red"
"747.138","Anomalies of aortic arch","8","circulatory system","red"
"747.139","Pulmonary arteriovenous malformation and other anomalies of pulmonary artery and pulmonary circulation","8","circulatory system","red"
"747.1391","Pulmonary arteriovenous malformation","8","circulatory system","red"
"747.1392","Other anomalies of pulmonary artery and pulmonary circulation","8","circulatory system","red"
"747.14","Malposition of heart and cardiac apex","8","circulatory system","red"
"747.15","Coronary artery anomaly","8","circulatory system","red"
"747.16","Congenital heart block","8","circulatory system","red"
"747.17","Aortic arch anomalies","8","circulatory system","red"
"747.2","Congenital anomalies of peripheral vascular system","8","circulatory system","red"
"747.3","Persistent fetal circulation","8","circulatory system","red"
"748","Anomalies of respiratory system, congenital","9","respiratory","coral4"
"748.1","Airway anomalies","9","respiratory","coral4"
"748.2","Lung anomalies","9","respiratory","coral4"
"748.3","Unspecified anomalies of respiratory system","9","respiratory","coral4"
"749","Congenital anomalies of face and neck","14","musculoskeletal","darkolivegreen"
"749.1","Cleft palate","14","musculoskeletal","darkolivegreen"
"749.11","Cleft palate","14","musculoskeletal","darkolivegreen"
"749.12","Cleft lip","14","musculoskeletal","darkolivegreen"
"749.13","Cleft lip and palate","14","musculoskeletal","darkolivegreen"
"749.2","Congenital anomalies of skull and face bones","14","musculoskeletal","darkolivegreen"
"749.3","Congenital anomalies of eye and eyelid","14","musculoskeletal","darkolivegreen"
"749.4","Congenital anomalies of ear","14","musculoskeletal","darkolivegreen"
"749.5","Congential anomalies of neck","14","musculoskeletal","darkolivegreen"
"749.6","Congenital musculoskeletal deformities of skull, face, and jaw","14","musculoskeletal","darkolivegreen"
"749.7","Congential anomalies of nose","14","musculoskeletal","darkolivegreen"
"750","Digestive congenital anomalies","10","digestive","chartreuse4"
"750.1","Upper gastrointestinal congenital anomalies","10","digestive","chartreuse4"
"750.11","Esophageal atresia/tracheoesophageal fistula","10","digestive","chartreuse4"
"750.13","Congenital anomalies of mouth/tongue","14","musculoskeletal","darkolivegreen"
"750.131","Tongue tie","14","musculoskeletal","darkolivegreen"
"750.132","Macroglossia","14","musculoskeletal","darkolivegreen"
"750.133","Other lesions of tongue","14","musculoskeletal","darkolivegreen"
"750.134","Salivary lesions","10","digestive","chartreuse4"
"750.135","Lip","14","musculoskeletal","darkolivegreen"
"750.136","Other lesions of mouth","14","musculoskeletal","darkolivegreen"
"750.14","Congenital anomalies of esophagus","10","digestive","chartreuse4"
"750.15","Congenital anomalies of stomach","10","digestive","chartreuse4"
"750.151","Congenital hiatus hernia","10","digestive","chartreuse4"
"750.152","Other specified anomalies of stomach","10","digestive","chartreuse4"
"750.2","Lower gastrointestinal congenital anomalies","10","digestive","chartreuse4"
"750.21","Congenital anomalies of intestine","10","digestive","chartreuse4"
"750.211","Other anomalies of intestine","10","digestive","chartreuse4"
"750.212","Meckel's diverticulum","10","digestive","chartreuse4"
"750.213","Anomalies of intestinal fixation","10","digestive","chartreuse4"
"750.214","Hirschsprung's disease and other congenital functional disorders of colon","10","digestive","chartreuse4"
"750.215","Atresia and stenosis of small intestine","10","digestive","chartreuse4"
"750.216","Atresia and stenosis of large intestine, rectum, and anal canal","10","digestive","chartreuse4"
